employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
75821,HR,region_32,Bachelor's,f,sourcing,1,29,2,6,0,0,43,0
75822,Operations,region_5,Master's & above,f,other,1,38,5,9,0,0,60,0
75823,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,25,1,3,0,0,47,0
75825,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,34,1,7,0,0,51,0
75827,Procurement,region_2,Bachelor's,m,sourcing,1,29,3,2,0,0,69,0
75829,Technology,region_2,Bachelor's,f,other,1,48,5,10,1,0,80,1
75830,Operations,region_22,Bachelor's,m,other,1,29,4,2,1,0,65,0
75831,Sales & Marketing,region_3,Bachelor's,m,sourcing,1,30,5,9,0,0,48,0
75835,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,5,2,1,0,52,0
75837,Procurement,region_5,Bachelor's,f,sourcing,3,28,5,2,1,0,65,1
75838,Analytics,region_2,Bachelor's,m,other,2,38,4,7,0,0,86,0
75839,Operations,region_7,Bachelor's,m,sourcing,1,35,5,9,1,0,60,0
75840,Operations,region_22,Bachelor's,f,other,1,27,4,2,0,0,56,0
75842,Analytics,region_32,Bachelor's,m,other,1,35,4,9,0,0,90,0
75843,Technology,region_28,Master's & above,m,sourcing,1,30,4,7,0,0,77,0
75844,Technology,region_14,Bachelor's,f,sourcing,1,38,5,4,1,0,78,0
75846,Analytics,region_2,Bachelor's,f,other,1,26,4,2,1,0,85,0
75847,Operations,region_13,Master's & above,f,other,1,34,1,9,0,0,60,0
75848,Sales & Marketing,region_2,Master's & above,m,sourcing,1,57,5,13,0,0,50,0
75851,HR,region_2,Master's & above,m,other,1,55,3,7,0,0,48,0
75853,Sales & Marketing,region_22,Bachelor's,f,other,1,33,2,5,0,0,55,0
75854,Sales & Marketing,region_10,Master's & above,m,other,1,41,2,2,0,0,49,0
75855,HR,region_22,Bachelor's,f,sourcing,1,28,3,4,0,0,49,0
75859,Operations,region_15,Bachelor's,m,sourcing,2,34,3,9,1,0,61,1
75860,Sales & Marketing,region_2,Master's & above,m,sourcing,1,41,4,5,1,0,52,0
75864,Sales & Marketing,region_29,Bachelor's,f,other,1,27,4,3,0,0,48,0
75866,Sales & Marketing,region_28,Master's & above,m,sourcing,2,32,3,5,0,0,47,0
75868,Operations,region_26,Master's & above,f,other,1,45,3,7,1,0,65,0
75869,Operations,region_7,Bachelor's,m,sourcing,1,37,2,8,0,0,57,0
75871,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,28,5,5,0,0,60,1
75873,Finance,region_2,Bachelor's,m,other,3,30,4,3,1,0,63,0
75875,Sales & Marketing,region_13,Bachelor's,m,other,1,43,1,11,0,0,47,0
75876,Sales & Marketing,region_31,Bachelor's,m,other,1,28,1,3,1,0,49,0
75878,Procurement,region_16,Bachelor's,f,sourcing,1,34,3,9,1,0,65,1
75879,Analytics,region_22,Bachelor's,f,other,2,26,4,3,1,0,84,0
75880,Finance,region_22,Bachelor's,m,other,1,29,5,6,1,0,62,0
75881,Analytics,region_27,Bachelor's,m,sourcing,1,25,1,4,0,0,80,0
75882,Procurement,region_22,Bachelor's,m,sourcing,1,30,5,2,1,0,69,0
75883,Operations,region_16,Bachelor's,m,sourcing,1,37,4,9,1,0,58,0
75885,Finance,region_27,Bachelor's,m,other,1,38,4,7,1,0,58,0
75887,Procurement,region_2,Master's & above,m,sourcing,2,45,1,16,0,0,70,0
75889,Technology,region_26,Master's & above,m,sourcing,1,42,1,4,0,0,80,0
75890,Operations,region_13,Master's & above,m,other,1,58,5,11,1,0,61,0
75892,Operations,region_22,Master's & above,f,other,2,33,4,8,1,0,61,0
75893,Procurement,region_2,Master's & above,f,other,1,33,4,5,1,0,69,0
75896,HR,region_2,Bachelor's,m,other,1,32,1,6,0,0,51,0
75901,Procurement,region_2,Bachelor's,f,other,1,43,4,7,1,0,73,0
75903,Operations,region_27,Bachelor's,m,other,1,32,3,6,0,0,60,0
75905,Analytics,region_34,Bachelor's,m,sourcing,1,28,3,2,0,0,88,0
75908,Analytics,region_2,Bachelor's,m,sourcing,1,51,3,8,0,0,85,0
75910,Sales & Marketing,region_13,Bachelor's,m,other,2,43,1,7,0,0,52,0
75912,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,33,2,9,0,0,50,0
75913,Operations,region_29,Bachelor's,f,other,1,31,3,7,0,0,53,0
75914,Procurement,region_12,Bachelor's,m,sourcing,2,30,3,5,0,0,75,0
75915,Legal,region_31,Bachelor's,f,sourcing,1,30,5,2,1,0,65,0
75918,Operations,region_2,Bachelor's,f,sourcing,1,31,3,3,0,1,85,1
75920,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,29,5,5,0,0,50,0
75922,Technology,region_2,Bachelor's,f,other,1,43,5,7,1,0,83,0
75924,Technology,region_2,Bachelor's,m,other,3,34,3,9,0,0,80,0
75925,Technology,region_11,Bachelor's,m,sourcing,1,35,3,8,0,0,79,0
75927,Technology,region_25,Bachelor's,m,other,1,30,1,3,0,0,78,0
75929,Technology,region_16,Bachelor's,m,sourcing,2,26,5,4,0,0,89,1
75930,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,31,3,6,0,0,51,0
75931,Technology,region_2,Master's & above,m,other,1,50,5,19,1,0,81,0
75932,Sales & Marketing,region_30,Bachelor's,m,other,1,26,1,2,0,0,51,0
75933,Technology,region_16,Master's & above,f,sourcing,1,37,2,4,1,0,85,0
75934,R&D,region_2,Master's & above,m,other,1,41,3,4,0,0,86,0
75936,R&D,region_26,Bachelor's,m,other,2,36,5,3,1,0,79,1
75937,Analytics,region_22,Bachelor's,f,sourcing,1,25,3,4,0,0,88,0
75939,Technology,region_6,Bachelor's,f,other,1,27,4,5,1,0,79,0
75941,Procurement,region_22,Bachelor's,f,sourcing,2,33,3,8,0,0,67,0
75942,Sales & Marketing,region_7,Master's & above,m,other,3,31,3,9,0,0,50,0
75943,Analytics,region_3,Bachelor's,m,other,1,28,3,2,1,0,86,0
75944,Operations,region_22,Master's & above,f,referred,1,33,2,7,1,0,58,0
75946,Sales & Marketing,region_25,Master's & above,m,other,1,40,5,13,0,0,51,0
75950,Technology,region_2,Bachelor's,f,other,1,47,3,4,0,0,79,0
75951,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,42,2,14,0,0,54,0
75952,Analytics,region_13,Bachelor's,m,other,2,33,4,7,0,0,78,0
75957,Operations,region_2,Bachelor's,f,referred,1,31,5,3,1,0,64,0
75959,Procurement,region_2,Bachelor's,m,sourcing,1,43,3,7,1,0,68,0
75960,Sales & Marketing,region_2,Bachelor's,f,other,1,37,5,4,0,0,48,0
75961,R&D,region_26,Master's & above,m,other,2,34,4,5,0,0,87,0
75962,Sales & Marketing,region_15,Bachelor's,m,other,1,24,5,3,0,0,45,0
75963,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,46,3,16,0,0,49,0
75964,Analytics,region_22,Master's & above,m,sourcing,1,27,5,3,0,0,85,0
75965,Procurement,region_2,Master's & above,f,other,1,47,4,15,1,0,69,0
75967,Operations,region_2,Bachelor's,m,other,1,33,5,3,1,0,61,0
75968,Operations,region_7,Bachelor's,f,other,1,28,5,4,0,0,64,0
75970,Technology,region_20,Bachelor's,m,other,1,33,3,6,0,0,79,0
75971,Procurement,region_20,Master's & above,m,sourcing,1,38,3,5,0,0,71,0
75972,Operations,region_21,Master's & above,m,sourcing,1,43,5,13,0,0,59,0
75973,Procurement,region_16,Bachelor's,f,other,1,32,2,8,0,0,71,0
75974,Operations,region_15,Bachelor's,m,other,2,31,5,4,0,0,58,0
75975,Sales & Marketing,region_2,Bachelor's,m,other,3,41,2,4,1,0,47,0
75976,Sales & Marketing,region_28,Master's & above,m,other,1,35,1,3,1,0,48,0
75978,Operations,region_13,Bachelor's,m,other,1,45,3,16,0,0,59,0
75981,Sales & Marketing,region_13,Master's & above,f,other,2,34,3,4,0,0,53,0
75984,Operations,region_31,Bachelor's,f,other,1,31,5,5,1,0,58,0
75985,Technology,region_23,Bachelor's,f,other,2,29,4,3,0,0,77,0
75986,Operations,region_2,Master's & above,m,other,1,56,4,16,0,0,62,0
75992,Sales & Marketing,region_22,Bachelor's,m,other,1,26,4,2,1,0,51,1
75996,Sales & Marketing,region_2,Bachelor's,m,other,3,38,3,9,0,0,51,0
75997,Operations,region_11,Bachelor's,m,other,1,30,1,5,1,0,61,0
75998,Legal,region_2,Bachelor's,m,other,1,48,5,6,0,0,62,0
75999,Procurement,region_20,Bachelor's,m,other,2,31,5,2,0,1,84,1
76001,Finance,region_28,Bachelor's,f,sourcing,1,26,3,2,0,0,59,0
76002,Sales & Marketing,region_3,Master's & above,m,other,1,36,4,9,0,0,48,0
76003,Sales & Marketing,region_15,Bachelor's,f,other,2,36,3,8,0,0,46,0
76004,Operations,region_30,Bachelor's,m,other,1,28,3,4,0,0,61,0
76005,Sales & Marketing,region_2,Bachelor's,m,other,1,38,4,3,1,1,51,1
76006,Sales & Marketing,region_4,Master's & above,m,other,1,35,4,8,0,0,43,0
76007,Legal,region_5,Bachelor's,m,sourcing,1,32,3,5,0,0,64,0
76008,Sales & Marketing,region_34,Master's & above,m,other,1,34,1,7,0,0,49,0
76009,Analytics,region_15,Master's & above,m,other,1,31,3,6,1,1,86,0
76011,Procurement,region_9,Bachelor's,m,sourcing,3,29,1,2,0,0,69,0
76016,Technology,region_15,Master's & above,m,sourcing,1,33,1,5,0,0,80,0
76017,Technology,region_31,Bachelor's,m,sourcing,3,39,3,5,0,0,87,0
76018,Analytics,region_15,Bachelor's,m,other,1,32,2,5,0,0,85,0
76022,Sales & Marketing,region_2,Bachelor's,f,other,1,32,4,7,0,0,48,0
76023,Operations,region_4,Bachelor's,f,sourcing,1,44,4,7,1,0,61,0
76024,HR,region_13,Bachelor's,m,sourcing,1,34,5,7,1,0,50,0
76026,R&D,region_22,Bachelor's,m,referred,1,29,5,3,1,0,88,0
76027,Sales & Marketing,region_2,Bachelor's,m,other,2,41,1,12,0,0,49,0
76028,Operations,region_22,Bachelor's,f,other,1,38,4,7,1,0,62,0
76029,Operations,region_13,Bachelor's,m,other,1,32,1,6,0,0,59,0
76031,Operations,region_22,Master's & above,f,sourcing,1,54,3,19,0,0,60,0
76032,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,32,4,6,0,0,49,0
76033,Technology,region_26,Master's & above,f,other,1,33,1,7,0,0,77,0
76034,Operations,region_30,Bachelor's,m,sourcing,1,38,4,4,1,0,61,0
76035,HR,region_7,Master's & above,f,other,1,36,3,6,0,0,50,0
76036,Sales & Marketing,region_20,Bachelor's,m,sourcing,1,40,5,11,1,0,47,0
76038,Operations,region_7,Bachelor's,f,sourcing,1,39,3,6,1,0,58,0
76039,Operations,region_2,Bachelor's,m,other,1,28,2,2,0,0,62,0
76040,R&D,region_8,Master's & above,m,other,1,27,3,5,1,0,85,0
76041,Sales & Marketing,region_16,Master's & above,m,other,1,37,5,3,1,0,49,0
76043,Procurement,region_7,Master's & above,m,other,1,32,1,6,0,0,69,0
76044,Technology,region_22,Bachelor's,m,other,1,27,4,2,1,0,78,0
76045,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,27,3,4,0,0,50,0
76047,Technology,region_1,Master's & above,f,sourcing,1,40,2,10,0,0,79,0
76049,Operations,region_7,Bachelor's,m,other,1,35,1,5,0,0,59,0
76055,Analytics,region_34,Bachelor's,m,other,1,28,2,7,0,0,85,0
76056,Operations,region_2,Bachelor's,f,sourcing,1,39,5,4,1,0,60,0
76058,Operations,region_31,Bachelor's,m,other,1,30,4,5,1,0,56,0
76059,Sales & Marketing,region_2,Master's & above,f,other,1,34,5,7,1,0,49,0
76060,Procurement,region_6,Bachelor's,f,sourcing,1,27,3,3,0,0,64,0
76061,Operations,region_7,Master's & above,f,other,1,41,4,8,1,0,59,0
76063,Technology,region_7,Bachelor's,m,other,1,37,5,2,1,0,79,0
76065,R&D,region_2,Master's & above,f,other,2,36,4,5,0,0,85,0
76068,Procurement,region_7,Bachelor's,f,sourcing,1,28,3,5,0,0,78,0
76069,Technology,region_15,Bachelor's,m,sourcing,1,30,3,2,0,0,76,0
76070,Technology,region_16,Bachelor's,m,sourcing,1,29,1,2,0,0,83,0
76071,Sales & Marketing,region_26,Master's & above,m,other,1,40,3,10,0,0,51,0
76073,Analytics,region_2,Master's & above,m,sourcing,1,48,5,3,0,0,85,0
76076,Sales & Marketing,region_12,Bachelor's,f,sourcing,1,27,3,2,0,0,49,0
76080,Operations,region_7,Bachelor's,f,other,1,34,1,5,0,0,54,0
76081,Analytics,region_25,Bachelor's,m,other,1,35,3,7,1,0,85,0
76082,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,40,1,7,0,0,49,0
76083,HR,region_2,Bachelor's,f,referred,1,36,4,5,1,0,53,0
76084,Procurement,region_8,Bachelor's,f,sourcing,1,32,3,6,1,0,72,0
76086,Analytics,region_2,Master's & above,m,sourcing,1,46,5,6,0,0,88,0
76088,Procurement,region_7,Master's & above,m,other,1,36,1,7,0,0,70,0
76090,Legal,region_7,Master's & above,m,sourcing,1,39,4,10,0,0,59,0
76091,Sales & Marketing,region_7,Bachelor's,m,other,2,30,3,7,0,0,46,0
76093,Operations,region_24,Bachelor's,f,other,1,31,1,6,0,0,56,0
76094,Analytics,region_27,Bachelor's,m,other,1,31,5,4,1,0,85,0
76096,Procurement,region_26,Bachelor's,f,other,1,36,3,9,0,0,68,0
76097,Sales & Marketing,region_30,Bachelor's,f,other,1,27,3,4,0,0,49,0
76098,R&D,region_26,Bachelor's,m,other,2,30,5,2,1,0,87,0
76100,Sales & Marketing,region_7,Bachelor's,m,other,2,37,3,5,0,0,52,0
76103,Sales & Marketing,region_3,Master's & above,m,sourcing,1,37,4,10,1,0,92,1
76104,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,31,3,7,1,0,51,0
76105,Technology,region_16,Bachelor's,f,sourcing,1,25,3,2,1,0,76,0
76106,Sales & Marketing,region_28,Master's & above,f,sourcing,2,35,3,10,0,0,49,0
76107,Sales & Marketing,region_22,Bachelor's,m,other,2,31,2,8,0,0,52,0
76108,HR,region_25,Bachelor's,f,other,1,30,4,3,1,0,45,0
76109,Technology,region_5,Bachelor's,m,other,1,41,1,5,1,0,80,0
76110,Sales & Marketing,region_2,Master's & above,m,sourcing,2,49,5,18,0,0,52,0
76111,Operations,region_22,Master's & above,m,sourcing,1,44,5,12,1,0,59,0
76117,Analytics,region_29,Master's & above,m,sourcing,1,37,3,8,0,0,81,1
76119,R&D,region_2,Master's & above,m,sourcing,1,30,3,2,0,0,83,0
76122,Operations,region_13,Bachelor's,m,other,1,47,3,11,0,1,62,0
76123,Finance,region_22,Master's & above,f,other,1,32,4,7,1,0,58,0
76124,Analytics,region_24,Bachelor's,m,other,1,35,1,7,0,0,86,0
76126,Operations,region_19,Bachelor's,f,other,1,42,2,5,1,0,62,1
76127,Procurement,region_22,Bachelor's,m,sourcing,2,33,3,6,0,0,67,0
76128,Sales & Marketing,region_16,Bachelor's,m,other,1,31,4,3,1,0,54,0
76129,Operations,region_20,Bachelor's,f,other,1,38,5,10,0,0,64,0
76130,Finance,region_22,Bachelor's,f,other,1,31,5,5,0,0,70,1
76131,Sales & Marketing,region_7,Bachelor's,m,other,1,41,5,5,1,0,51,0
76132,Procurement,region_30,Bachelor's,f,sourcing,1,32,3,4,0,0,70,0
76133,Operations,region_31,Master's & above,m,sourcing,1,47,5,5,1,0,61,0
76135,Sales & Marketing,region_2,Master's & above,m,other,1,60,4,16,1,0,48,0
76137,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,24,3,2,0,0,49,0
76138,Operations,region_15,Bachelor's,f,other,1,39,4,10,0,0,61,0
76141,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,42,3,2,1,0,54,0
76142,Legal,region_2,Bachelor's,m,other,1,42,3,6,0,0,61,0
76143,Technology,region_7,Master's & above,m,other,1,38,5,4,1,0,84,0
76144,Operations,region_22,Bachelor's,m,referred,1,33,5,3,1,0,62,0
76146,Sales & Marketing,region_2,Bachelor's,m,referred,1,27,3,2,0,0,52,0
76147,Operations,region_22,Bachelor's,m,referred,1,26,3,3,1,0,60,0
76148,HR,region_7,Master's & above,m,other,1,35,2,7,0,0,48,0
76149,HR,region_25,Master's & above,f,sourcing,1,32,5,8,0,0,46,0
76151,Analytics,region_13,Bachelor's,m,other,1,46,5,5,0,0,85,0
76152,Procurement,region_26,Bachelor's,m,other,1,30,4,4,1,0,68,0
76153,Procurement,region_23,Bachelor's,f,sourcing,1,35,5,7,0,0,72,0
76154,Operations,region_7,Master's & above,m,other,1,50,1,22,0,0,59,0
76155,HR,region_2,Bachelor's,m,other,1,29,3,4,0,0,48,0
76156,Procurement,region_11,Bachelor's,m,other,1,26,3,4,0,0,69,0
76157,Finance,region_13,Bachelor's,m,other,1,31,3,5,1,0,59,0
76161,Operations,region_2,Bachelor's,f,sourcing,1,45,4,15,1,0,60,0
76162,Procurement,region_8,Master's & above,f,other,1,35,5,8,0,0,74,0
76164,Operations,region_26,Bachelor's,m,sourcing,1,31,1,5,1,0,60,0
76165,Legal,region_2,Bachelor's,m,other,1,40,3,2,0,0,63,0
76166,Sales & Marketing,region_15,Bachelor's,m,other,1,34,5,9,0,0,51,0
76168,Operations,region_2,Master's & above,m,other,1,32,2,4,0,0,59,0
76172,Finance,region_2,Bachelor's,m,other,1,41,3,6,0,0,58,0
76173,Sales & Marketing,region_31,Bachelor's,m,other,1,27,4,2,1,0,50,0
76175,Sales & Marketing,region_8,Bachelor's,m,other,1,30,4,4,0,0,50,0
76179,Sales & Marketing,region_26,Bachelor's,m,other,1,45,1,13,0,0,44,0
76180,Operations,region_2,Bachelor's,m,sourcing,1,39,5,9,0,0,59,0
76181,Legal,region_2,Bachelor's,f,other,1,28,1,2,0,0,61,0
76182,Analytics,region_13,Bachelor's,m,sourcing,1,33,3,7,1,0,83,0
76183,Technology,region_2,Master's & above,m,other,1,41,1,4,1,0,80,0
76184,Operations,region_29,Bachelor's,m,sourcing,2,33,5,5,1,0,57,0
76185,Analytics,region_22,Master's & above,m,other,2,33,1,8,0,0,81,0
76186,Operations,region_4,Master's & above,m,other,1,51,4,9,0,0,60,0
76187,Procurement,region_7,Master's & above,f,other,1,32,5,6,1,0,77,0
76188,Operations,region_31,Bachelor's,m,sourcing,1,27,3,2,0,0,58,0
76189,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,34,5,7,0,0,50,0
76190,Finance,region_32,Bachelor's,m,sourcing,1,29,3,4,0,0,58,0
76191,Operations,region_22,Master's & above,m,other,1,44,3,16,0,0,59,0
76193,Analytics,region_28,Bachelor's,m,other,2,34,5,5,1,0,86,0
76196,HR,region_15,Bachelor's,m,other,1,40,3,6,1,0,49,0
76198,Technology,region_2,Bachelor's,f,sourcing,1,42,1,4,0,0,79,0
76200,Sales & Marketing,region_28,Master's & above,m,other,1,44,3,9,0,0,48,0
76201,Operations,region_22,Bachelor's,m,other,2,29,4,3,1,0,55,0
76202,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,30,1,4,0,0,50,0
76203,Sales & Marketing,region_32,Bachelor's,f,other,1,31,3,2,0,0,50,0
76204,Sales & Marketing,region_25,Bachelor's,m,other,2,29,5,4,0,0,54,0
76205,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,36,1,4,1,0,50,0
76208,Technology,region_2,Bachelor's,m,other,1,30,4,3,1,0,80,0
76210,Sales & Marketing,region_7,Master's & above,m,other,1,43,3,7,1,0,50,0
76212,Operations,region_13,Bachelor's,m,other,1,35,3,5,0,0,58,0
76213,HR,region_13,Bachelor's,m,other,1,29,5,5,0,0,51,0
76214,Sales & Marketing,region_2,Master's & above,f,other,1,39,3,7,0,0,48,0
76219,Operations,region_15,Bachelor's,m,sourcing,1,35,3,4,0,1,72,1
76220,Sales & Marketing,region_2,Bachelor's,f,referred,1,31,3,5,1,0,49,0
76221,Sales & Marketing,region_13,Master's & above,m,other,1,33,5,8,1,0,45,0
76222,Operations,region_31,Bachelor's,m,sourcing,1,51,1,9,1,0,59,0
76223,Sales & Marketing,region_34,Bachelor's,m,sourcing,1,30,2,8,0,0,48,0
76225,Analytics,region_22,Bachelor's,m,referred,2,32,3,9,0,0,81,0
76226,Sales & Marketing,region_22,Bachelor's,m,other,5,28,4,4,0,0,45,0
76228,Procurement,region_22,Bachelor's,m,other,1,34,1,2,0,0,65,0
76230,Finance,region_2,Bachelor's,m,other,1,26,2,3,0,0,69,1
76231,Technology,region_15,Bachelor's,m,sourcing,1,32,4,3,1,0,80,0
76234,Finance,region_2,Bachelor's,f,other,1,37,5,2,1,0,61,0
76235,Procurement,region_34,Bachelor's,m,sourcing,1,29,2,4,0,0,69,0
76236,Technology,region_22,Bachelor's,f,other,1,28,4,4,1,1,79,1
76237,Operations,region_26,Bachelor's,m,sourcing,1,41,5,14,1,0,58,0
76239,Analytics,region_15,Bachelor's,m,other,1,31,5,9,0,0,81,0
76240,Operations,region_14,Bachelor's,m,other,1,33,5,8,1,0,57,0
76241,Operations,region_19,Bachelor's,m,other,1,36,5,10,1,0,58,0
76243,HR,region_2,Master's & above,m,sourcing,2,36,3,4,0,0,48,0
76244,Analytics,region_15,Bachelor's,m,sourcing,1,33,4,5,0,0,81,0
76246,Operations,region_22,Master's & above,m,sourcing,1,34,5,8,0,0,61,0
76247,HR,region_27,Bachelor's,m,sourcing,1,26,5,3,1,0,50,1
76248,Legal,region_2,Bachelor's,m,other,1,37,1,2,0,0,59,0
76249,Procurement,region_2,Bachelor's,m,sourcing,1,55,3,4,0,0,72,0
76255,Procurement,region_26,Bachelor's,f,sourcing,1,37,1,6,0,0,71,0
76256,Operations,region_33,Bachelor's,m,other,1,27,5,4,1,0,56,1
76257,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,3,3,1,0,51,1
76259,Procurement,region_31,Bachelor's,m,other,1,30,3,5,0,0,66,0
76262,Operations,region_27,Bachelor's,m,other,1,30,3,5,0,0,61,0
76263,Sales & Marketing,region_2,Master's & above,f,other,2,48,2,4,1,0,48,0
76268,Sales & Marketing,region_1,Master's & above,m,other,1,31,2,10,1,0,50,0
76270,Analytics,region_6,Bachelor's,m,other,1,29,3,7,1,0,81,0
76271,Operations,region_18,Bachelor's,f,other,1,30,4,2,0,0,63,0
76274,Technology,region_23,Master's & above,m,other,1,31,1,2,0,0,77,0
76275,Technology,region_2,Bachelor's,f,sourcing,1,42,4,17,0,0,81,0
76276,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,25,1,2,0,0,55,0
76277,Technology,region_2,Bachelor's,f,sourcing,1,50,4,5,1,0,77,0
76278,Technology,region_13,Master's & above,f,sourcing,1,38,4,8,0,0,80,0
76279,Sales & Marketing,region_1,Master's & above,f,sourcing,1,36,2,4,0,0,51,0
76280,Operations,region_11,Master's & above,f,other,1,40,4,4,0,0,58,0
76282,Sales & Marketing,region_26,Bachelor's,m,other,1,36,1,9,0,0,47,0
76283,Operations,region_31,Bachelor's,m,other,2,37,3,10,1,0,61,0
76286,Procurement,region_2,Bachelor's,f,sourcing,1,60,5,12,0,0,71,0
76287,Technology,region_31,Master's & above,f,sourcing,1,40,3,6,0,0,78,0
76288,Sales & Marketing,region_2,Bachelor's,m,referred,1,36,4,11,0,0,48,0
76289,Operations,region_2,Bachelor's,m,sourcing,1,35,4,10,0,0,62,0
76290,Sales & Marketing,region_2,Bachelor's,m,other,1,39,3,7,1,0,50,0
76291,Sales & Marketing,region_2,Bachelor's,m,sourcing,7,32,4,3,0,0,47,0
76295,Sales & Marketing,region_16,Bachelor's,m,other,1,37,2,3,0,0,50,0
76296,Operations,region_14,Bachelor's,f,sourcing,1,34,3,8,1,0,57,0
76297,Procurement,region_5,Bachelor's,m,other,1,29,3,5,0,0,69,0
76298,Sales & Marketing,region_7,Bachelor's,m,other,1,27,3,4,0,0,51,0
76299,Sales & Marketing,region_2,Master's & above,m,other,2,38,3,2,0,0,45,0
76300,Sales & Marketing,region_23,Bachelor's,m,other,1,32,2,8,0,0,51,0
76302,Sales & Marketing,region_16,Bachelor's,m,other,1,25,5,2,0,0,50,0
76304,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,52,3,5,0,0,53,0
76305,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,48,3,5,0,0,48,0
76306,Sales & Marketing,region_29,Bachelor's,m,other,2,28,3,3,0,0,46,0
76307,Sales & Marketing,region_13,Master's & above,f,other,2,38,5,2,0,0,45,0
76309,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,30,3,8,1,0,48,0
76310,Operations,region_13,Bachelor's,f,sourcing,1,34,2,9,0,0,60,0
76311,Finance,region_2,Master's & above,m,sourcing,2,33,3,7,0,0,59,0
76312,Analytics,region_13,Bachelor's,m,other,1,26,4,4,0,0,83,0
76313,Sales & Marketing,region_2,Master's & above,m,other,1,52,4,24,0,0,50,0
76314,Finance,region_2,Bachelor's,f,other,1,36,2,7,0,0,61,0
76315,Operations,region_2,Bachelor's,m,other,1,36,5,4,1,0,58,0
76319,Procurement,region_7,Bachelor's,m,other,2,33,3,3,1,0,70,0
76320,Sales & Marketing,region_7,Master's & above,m,other,1,37,3,2,0,0,51,0
76321,Operations,region_4,Master's & above,f,other,1,40,5,5,1,0,64,0
76323,Sales & Marketing,region_2,Master's & above,m,sourcing,1,43,5,6,1,0,50,1
76324,HR,region_29,Bachelor's,f,other,1,33,4,5,1,0,47,0
76326,Procurement,region_20,Bachelor's,m,other,1,31,3,2,0,0,82,1
76332,Procurement,region_2,Bachelor's,f,other,2,27,3,2,1,0,71,0
76333,Technology,region_1,Bachelor's,f,other,1,25,3,2,0,0,80,0
76336,Sales & Marketing,region_13,Bachelor's,m,other,1,41,3,10,0,1,52,0
76339,Operations,region_13,Bachelor's,f,sourcing,1,38,3,7,0,0,57,0
76340,Procurement,region_13,Bachelor's,m,other,1,25,1,3,0,0,72,0
76342,Operations,region_2,Bachelor's,m,sourcing,1,31,5,4,0,0,58,0
76343,Procurement,region_14,Bachelor's,f,sourcing,1,29,4,3,0,0,66,0
76345,Procurement,region_2,Bachelor's,f,other,1,54,4,9,0,0,69,0
76347,Analytics,region_34,Bachelor's,m,sourcing,2,25,4,4,0,0,88,0
76348,Operations,region_7,Bachelor's,m,other,1,41,4,2,0,0,63,0
76349,Operations,region_2,Bachelor's,m,referred,2,37,5,10,0,0,64,0
76351,Operations,region_22,Bachelor's,f,other,1,28,5,3,1,0,61,0
76352,Analytics,region_15,Bachelor's,f,sourcing,2,28,5,5,1,0,81,0
76353,Technology,region_10,Master's & above,m,other,2,33,3,7,0,0,77,0
76354,Sales & Marketing,region_1,Bachelor's,m,other,1,36,5,2,0,0,48,0
76356,Technology,region_2,Bachelor's,m,other,1,54,3,4,0,0,79,0
76357,Operations,region_22,Bachelor's,m,sourcing,1,32,3,8,0,0,57,0
76358,Technology,region_26,Bachelor's,m,sourcing,1,27,2,3,0,0,83,0
76360,Procurement,region_2,Master's & above,f,other,1,56,2,18,0,0,68,0
76361,Sales & Marketing,region_2,Master's & above,f,other,1,45,1,7,1,0,49,0
76362,Sales & Marketing,region_19,Master's & above,m,other,1,40,5,12,1,0,48,0
76364,Procurement,region_15,Bachelor's,m,sourcing,1,29,3,7,0,0,75,0
76365,Analytics,region_11,Bachelor's,m,other,1,27,2,4,0,0,83,0
76367,Operations,region_22,Master's & above,m,other,1,34,2,7,0,0,54,0
76369,Sales & Marketing,region_17,Bachelor's,m,sourcing,1,42,3,15,1,0,45,0
76371,Technology,region_22,Master's & above,m,sourcing,1,39,5,2,1,0,77,1
76372,Sales & Marketing,region_16,Bachelor's,m,other,1,52,3,19,0,0,48,0
